blob_id,ra,dec,l,b
0,283.6043956043956,-77.16170004885198,317.3146860953594,-26.56134212308995
0,283.3406593406594,-77.16170004885198,317.3079481305677,-26.50305078544185
0,283.0769230769231,-77.16170004885198,317.30092488102616,-26.444786752955384
0,282.81318681318686,-77.16170004885198,317.2936169015535,-26.386551157546798
0,282.72527472527474,-77.24963361016121,317.1936205465074,-26.37725617802001
0,282.98901098901104,-77.24963361016121,317.2009251990634,-26.43509483373877
0,283.1648351648352,-77.33756717147044,317.1079620591772,-26.483068185763692
0,283.3406593406594,-77.33756717147044,317.1124854947662,-26.521396800063254
0,283.51648351648356,-77.51343429408891,316.9212350286893,-26.57729862506843
0,283.7802197802198,-77.51343429408891,316.92741387149164,-26.634052926039885
0,283.95604395604397,-77.42550073277968,317.02936081884957,-26.66380375348152
0,284.21978021978026,-77.42550073277968,317.0351620858296,-26.720987016484408
0,284.13186813186815,-77.33756717147044,317.13128810921205,-26.694016934740862
0,283.95604395604397,-77.24963361016121,317.2252846317786,-26.647404664336545
0,283.69230769230774,-77.24963361016121,317.219019853389,-26.58946723353558
1,273.75824175824175,-73.90815828041036,320.2988725669248,-23.521756553923176
1,273.4945054945055,-73.90815828041036,320.2759649803613,-23.45173896762205
1,273.4065934065934,-73.99609184171959,320.1765491582693,-23.453964466972636
1,273.4945054945055,-74.08402540302882,320.09239758799515,-23.502535448384283
1,273.31868131868134,-74.17195896433806,319.98544889912966,-23.481942744892603
1,273.14285714285717,-74.25989252564729,319.87854986641366,-23.461815081090243
1,272.8791208791209,-74.25989252564729,319.85558756008925,-23.393443003180547
1,272.7032967032967,-74.34782608695652,319.748703983403,-23.374199398300554
1,272.61538461538464,-74.52369320957499,319.5581637296201,-23.404223198044114
1,272.43956043956047,-74.61162677088421,319.4514763660783,-23.385956528547116
1,272.2637362637363,-74.69956033219346,319.34484520096254,-23.3681552817779
1,272.0879120879121,-74.78749389350268,319.23827155459094,-23.350819513445142
1,272.1758241758242,-74.96336101612115,319.06331500294675,-23.426112750669454
1,272.1758241758242,-75.22716170004885,318.78912845584347,-23.505694642597295
1,272.35164835164835,-75.40302882266732,318.62057011091565,-23.600777614962528
1,272.5274725274725,-75.31509526135808,318.7265870297678,-23.61722502730937
1,272.7912087912088,-75.31509526135808,318.74794501689433,-23.681156373593296
1,272.967032967033,-75.22716170004885,318.8539904343812,-23.698487558836806
1,273.2307692307692,-75.22716170004885,318.87502791785795,-23.762920313559825
1,273.4065934065934,-75.13922813873963,318.98109516431686,-23.781135048301643
1,273.6703296703297,-75.13922813873963,319.0018059784597,-23.846067705724998
1,273.9340659340659,-75.13922813873963,319.0222213541537,-23.91108131201576
1,274.10989010989016,-75.05129457743038,319.128266356283,-23.93059671444885
1,274.3736263736264,-75.05129457743038,319.14834628816243,-23.996107300790005
1,274.4615384615385,-75.22716170004885,318.9693185128428,-24.06467575704383
1,274.4615384615385,-75.40302882266732,318.78352886868345,-24.11116572531797
1,274.54945054945057,-75.57889594528578,318.6038855386754,-24.178561878237854
1,274.6373626373627,-75.84269662921348,318.3306869087485,-24.267941014759682
1,274.6373626373627,-76.01856375183195,318.14422249110584,-24.313150415747458
1,274.72527472527474,-76.19443087445042,317.9634847227371,-24.37841991661734
1,274.81318681318686,-76.37029799706889,317.7823819989866,-24.442975624518667
1,275.0769230769231,-76.45823155837812,317.705714592979,-24.524841151557812
1,275.25274725274727,-76.37029799706889,317.810553598899,-24.543333336470535
1,275.51648351648356,-76.37029799706889,317.82708291830863,-24.603636294007604
1,275.7802197802198,-76.37029799706889,317.8433311840099,-24.66400413529116
1,275.95604395604397,-76.28236443575965,317.9481263866432,-24.683792498945124
1,276.21978021978026,-76.28236443575965,317.9640480559916,-24.7446387548873
1,276.39560439560444,-76.19443087445042,318.06883189120566,-24.76530776731681
1,276.5714285714286,-76.10649731314118,318.1736479085884,-24.786442659786932
1,276.65934065934067,-75.93063019052272,318.3676470649864,-24.767605462641505
1,276.5714285714286,-75.84269662921348,318.4566421912015,-24.726867039907905
1,276.4835164835165,-75.75476306790425,318.545479230112,-24.685828620784935
1,276.5714285714286,-75.57889594528578,318.73936438028653,-24.66676086464571
1,276.7472527472528,-75.49096238397655,318.8446016866517,-24.689496243017434
1,276.92307692307696,-75.40302882266732,318.9498678693139,-24.712696780489452
1,276.83516483516485,-75.31509526135808,319.0386381949354,-24.671211402863246
1,276.65934065934067,-75.22716170004885,319.12159201537975,-24.607608587264718
1,276.4835164835165,-75.05129457743038,319.29816523868027,-24.52291457296249
1,276.65934065934067,-74.96336101612115,319.40382038368347,-24.546641906352527
1,276.92307692307696,-74.96336101612115,319.4211260715426,-24.61323028184309
1,277.09890109890114,-74.87542745481193,319.5267504903437,-24.63783725571778
1,277.1868131868132,-74.69956033219346,319.7209534719786,-24.620611479562584
1,277.2747252747253,-74.52369320957499,319.9151957927302,-24.60365122628891
1,277.09890109890114,-74.43575964826576,319.99759055950636,-24.53784369303551
1,276.92307692307696,-74.34782608695652,320.0796186130645,-24.47151747740647
1,276.7472527472528,-74.34782608695652,320.06742816894865,-24.425397024788467
1,276.5714285714286,-74.25989252564729,320.14884654361117,-24.358341149863985
1,276.3076923076923,-74.25989252564729,320.1299357216775,-24.2889026072429
1,276.0439560439561,-74.25989252564729,320.11070840677934,-24.21953869182971
1,275.8681318681319,-74.34782608695652,320.00437069673933,-24.195282121527427
1,275.69230769230774,-74.25989252564729,320.08458105391935,-24.127171709327563
1,275.51648351648356,-74.34782608695652,319.9781696707199,-24.103470459165315
1,275.3406593406594,-74.25989252564729,320.0578943835093,-24.034942553473723
1,275.0769230769231,-74.25989252564729,320.0375134775035,-23.965862900918925
1,274.81318681318686,-74.17195896433806,320.10950467235915,-23.873406874831627
1,274.6373626373627,-74.08402540302882,320.18797348840206,-23.803457073394977
1,274.4615384615385,-74.08402540302882,320.1736515550034,-23.757056699207308
1,274.28571428571433,-73.99609184171959,320.25148520975733,-23.686402943641973
1,274.02197802197804,-73.99609184171959,320.22936948556577,-23.61656912476403
1,273.75824175824175,-73.90815828041036,320.2988725669248,-23.521756553923176
2,280.2637362637363,-76.01856375183195,318.46086406215545,-25.641352667560128
2,280.0,-76.01856375183195,318.4490106412475,-25.57853496980585
2,279.8241758241758,-76.10649731314118,318.34494215462377,-25.55184442427245
2,279.64835164835165,-76.19443087445042,318.2408822139099,-25.52561804953194
2,279.91208791208794,-76.28236443575965,318.15679641211835,-25.60252393528322
2,280.1758241758242,-76.28236443575965,318.16838378225424,-25.66418685417771
2,280.2637362637363,-76.10649731314118,318.3646596997995,-25.655881945188685
3,274.3736263736264,-74.78749389350268,319.4264163737293,-23.925252836330056
