blob_id,ra,dec,l,b
0,232.967032967033,-8.837322911577928,355.8375254244603,37.053599555606645
0,232.79120879120882,-8.925256472887156,355.60674332367773,37.116966650320514
0,232.61538461538464,-8.837322911577928,355.5335156992848,37.30273082863827
0,232.43956043956047,-8.925256472887156,355.3016418766052,37.36533113285586
0,232.2637362637363,-8.837322911577928,355.2271934998865,37.55084970732055
0,232.08791208791212,-8.925256472887156,354.9942201812682,37.612674216338114
0,232.00000000000003,-9.101123595505626,354.7595540143997,37.55035752284159
0,231.82417582417585,-9.189057156814854,354.52625617765176,37.61103879957388
0,231.64835164835168,-9.276990718124082,354.29258028698007,37.671138984734654
0,231.5604395604396,-9.452857840742553,354.0585027526258,37.60714692465521
0,231.38461538461542,-9.54079140205178,353.8245279997832,37.66609234007
0,231.29670329670333,-9.716658524670251,353.5909964776321,37.60098974852021
0,231.12087912087915,-9.804592085979479,353.3567411323567,37.65877371474162
0,230.94505494505498,-9.892525647288721,353.12212645442617,37.71596475282213
0,230.76923076923077,-9.98045920859795,352.8871554609555,37.77256008474296
0,230.85714285714286,-10.15632633121642,352.8124686203943,37.58567106330003
0,230.6813186813187,-10.244259892525648,352.57778682364614,37.6415049903812
0,230.5054945054945,-10.332193453834876,352.3427595388732,37.696738806512926
0,230.32967032967034,-10.420127015144118,352.1073899655675,37.75136980280844
0,230.15384615384616,-10.508060576453346,351.8716813679814,37.805395286662666
0,229.8901098901099,-10.420127015144118,351.7070659462515,38.04650500235459
0,229.8021978021978,-10.508060576453346,351.55065489715105,38.04079890224088
0,229.53846153846155,-10.508060576453346,351.3083110376847,38.216588928331355
0,229.71428571428572,-10.683927699071816,351.3186970536785,37.9701518107945
0,229.8021978021978,-10.771861260381044,351.32376266885586,37.846956528810686
0,229.97802197802199,-10.859794821690286,351.4089411558043,37.665235260076315
0,230.06593406593407,-10.771861260381044,351.5644581978748,37.671126802418954
0,230.24175824175825,-10.771861260381044,351.7241818746679,37.55354553515584
0,230.41758241758242,-10.771861260381044,351.88331669350237,37.43567741695728
0,230.5934065934066,-10.771861260381044,352.04186535803626,37.3175244124574
0,230.76923076923077,-10.771861260381044,352.19983057520034,37.19908847358702
0,230.94505494505498,-10.859794821690286,352.2814329289668,37.01654337939538
0,231.12087912087915,-10.947728382999514,352.36246608645854,36.83394022149603
0,231.03296703296706,-11.035661944308742,352.20863546854645,36.82948164479391
0,231.03296703296706,-11.29946262823644,351.98271522839366,36.63762542531883
0,230.94505494505498,-11.475329750854911,351.75449802323294,36.5684100969472
0,230.85714285714286,-11.651196873473381,351.52676615870286,36.49866813977556
0,230.6813186813187,-11.73913043478261,351.2953056415995,36.551392649347704
0,230.5934065934066,-11.91499755740108,351.06819879327077,36.480553198886454
0,230.5054945054945,-12.002931118710308,350.91544787055767,36.47401012182541
0,230.6813186813187,-12.09086468001955,350.99883615140595,36.29292182376237
0,230.76923076923077,-12.178798241328778,351.0034041882278,36.17001638278583
0,230.94505494505498,-12.354665363947248,351.01227199963455,35.924259451099395
0,230.85714285714286,-12.442598925256476,350.8607261568008,35.91770898216494
0,230.6813186813187,-12.530532486565704,350.63100337012673,35.968812274544305
0,230.6813186813187,-12.706399609184174,350.4847166740364,35.83885546428125
0,230.76923076923077,-12.794333170493402,350.4898716301293,35.71610817826134
0,230.94505494505498,-12.970200293111873,350.49989860642677,35.47066926838552
0,231.03296703296706,-13.0581338544211,350.5047705665722,35.34797797973775
0,231.20879120879124,-13.146067415730343,350.5868347137311,35.16751344155144
0,231.38461538461542,-13.321934538348799,350.59576300166634,34.92221817057937
0,231.4725274725275,-13.409868099658041,350.6000863525196,34.79959984323255
0,231.64835164835168,-13.585735222276497,350.60845125354325,34.55442265274686
0,231.82417582417585,-13.49780166096727,350.83333034329354,34.50315395272252
0,232.00000000000003,-13.409868099658041,351.05794267336046,34.451298289437474
0,232.1758241758242,-13.321934538348799,351.2822852286264,34.398857993413934
0,232.2637362637363,-13.146067415730343,351.50386203168034,34.46853102605391
0,232.2637362637363,-13.0581338544211,351.5770072381896,34.53255113947309
0,232.35164835164838,-12.882266731802645,351.79929485113485,34.60156412648575
0,232.52747252747255,-12.794333170493402,352.0237988591196,34.547259261432885
0,232.70329670329673,-12.706399609184174,352.24801598442014,34.49237723450031
0,232.8791208791209,-12.618466047874946,352.47194344140314,34.436920481219694
0,233.05494505494508,-12.530532486565704,352.69557849720763,34.380891451738435
0,233.23076923076925,-12.530532486565704,352.8446506623083,34.2613042285371
0,233.31868131868134,-12.706399609184174,352.77073219803754,34.07543204831802
0,233.40659340659343,-12.882266731802645,352.6970106012239,33.88957774834832
0,233.49450549450552,-13.0581338544211,352.6234812728658,33.7037424942805
0,233.31868131868134,-13.146067415730343,352.4020056013851,33.75970762928161
0,233.31868131868134,-13.409868099658041,352.1820736524977,33.56974927489205
0,233.14285714285717,-13.49780166096727,351.96082742299393,33.62462593746529
0,232.967032967033,-13.409868099658041,351.8851357584559,33.806309670277265
0,232.8791208791209,-13.234000977039571,351.9567795951329,33.99261929547784
0,232.79120879120882,-13.321934538348799,351.8089114704263,33.987945112859194
0,232.70329670329673,-13.409868099658041,351.66108924978596,33.98302934136503
0,232.61538461538464,-13.585735222276497,351.4405879305515,33.91389932815423
0,232.43956043956047,-13.67366878358574,351.2179097226964,33.96683007408197
0,232.43956043956047,-13.937469467513438,351.00092074674177,33.77413561427613
0,232.2637362637363,-14.025403028822666,350.77851903341747,33.82596517130214
0,232.08791208791212,-14.113336590131908,350.55586062899556,33.87721308653906
