event_name,overlap_percentage
GW230811_032116,31.04
GW190720_000836,29.07
GW190803_022701,18.28
GW230605_065343,17.8
GW230825_041334,16.26
GW191215_223052,16.15
GW190727_060333,13.9
GW190828_063405,13.81
GW190707_093326,13.8
GW190408_181802,13.21
GW200208_130117,13.19
GW230922_040658,12.79
GW190828_065509,12.54
GW231004_232346,11.66
GW230904_051013,10.73
GW231118_005626,10.63
GW231005_021030,10.47
GW230824_033047,10.47
GW190929_012149,10.18
GW191109_010717,9.94
GW230805_034249,9.79
GW230708_230935,9.75
GW200316_215756,9.75
GW190521_074359,9.66
GW190910_112807,9.1
GW190725_174728,9.06
GW231118_090602,8.92
GW190930_133541,8.69
GW200302_015811,8.45
GW231223_075055,8.4
GW190517_055101,8.19
GW230609_064958,7.87
GW190926_050336,7.85
GW231206_233134,7.68
GW230702_185453,7.38
GW230820_212515,7.3
GW200129_065458,7.29
GW230729_082317,7.24
GW230920_071124,6.92
GW200308_173609,6.67
GW230608_205047,6.61
GW230927_043729,6.24
GW191127_050227,6.07
GW231029_111508,5.78
GW231114_043211,5.71
GW230624_113103,5.7
GW230819_171910,5.67
GW150914,5.56
GW200112_155838,5.49
GW240109_050431,5.43
GW191216_213338,5.3
GW231223_202619,5.1
GW231014_040532,5.07
GW231018_233037,5.05
GW230831_015414,4.97
GW200208_222617,4.94
GW191113_071753,4.89
GW231113_200417,4.81
GW230723_101834,4.8
GW190426_190642,4.71
GW190512_180714,4.7
GW231008_142521,4.67
GW230709_122727,4.63
GW190421_213856,4.63
GW190731_140936,4.58
GW230803_033412,4.57
GW231118_071402,4.51
GW240104_164932,4.44
GW231224_024321,4.37
GW230630_125806,4.32
GW230601_224134,4.25
GW151012,4.18
GW200306_093714,4.17
GW200322_091133,4.16
GW230707_124047,4.15
GW191222_033537,4.14
GW231113_122623,4.11
GW230606_004305,4.05
GW231223_032836,4.04
GW231119_075248,3.99
GW170823,3.9
GW190514_065416,3.89
GW230930_110730,3.85
GW230924_124453,3.84
GW231001_140220,3.84
GW200216_220804,3.84
GW230704_212616,3.83
GW231110_040320,3.78
GW200128_022011,3.72
GW151226,3.72
GW231129_081745,3.64
GW230914_111401,3.57
GW231230_170116,3.56
GW231102_071736,3.46
GW190602_175927,3.37
GW231005_091549,3.3
GW230726_002940,3.04
GW200220_124850,3.01
GW230927_153832,2.89
GW190519_153544,2.77
GW231127_165300,2.7
GW230706_104333,2.69
GW240107_013215,2.63
GW190513_205428,2.53
GW231231_154016,2.52
GW230911_195324,2.47
GW191204_110529,2.47
GW230814_230901,2.43
GW230928_215827,2.42
GW230704_021211,2.42
GW191204_171526,2.4
GW230814_061920,2.4
GW230806_204041,2.26
GW200220_061928,2.25
GW230708_053705,2.19
GW190620_030421,2.18
GW230630_234532,1.89
GW231020_142947,1.72
GW231221_135041,1.7
GW170729,1.69
GW170608,1.56
GW231104_133418,1.44
GW191126_115259,1.43
GW230919_215712,1.4
GW231108_125142,1.36
GW191230_180458,1.19
GW170104,1.18
GW231213_111417,1.09
GW230627_015337,1.08
GW230712_090405,0.8
GW190403_051519,0.5
GW190706_222641,0.43
GW200225_060421,0.36
GW190527_092055,0.3
GW191129_134029,0.3
GW190719_215514,0.26
GW190708_232457,0.17
GW230731_215307,0.07
GW231226_101520,0.05
GW191103_012549,0.03
GW190521,0.03
GW190916_200658,0.01
GW190925_232845,0.01
GW200202_154313,0.0
GW190503_185404,0.0
GW231028_153006,0.0
GW230628_231200,0.0
GW191105_143521,0.0
GW231206_233901,0.0
GW190924_021846,0.0
GW170818,0.0
GW190701_203306,0.0
GW190805_211137,0.0
GW200224_222234,0.0
GW190413_052954,0.0
GW170814,0.0
GW230922_020344,0.0
GW190728_064510,0.0
GW200311_115853,0.0
GW200209_085452,0.0
GW231123_135430,0.0
GW190630_185205,0.0
GW190915_235702,0.0
GW170809,0.0
GW190412,0.0
GW190413_134308,0.0
GW200219_094415,0.0
