event_name,overlap_pct,beta_center,lambda_center,erass_number,observation_time_center_utc,time_relative_to_gw_detection,observation_time_window
GW190720_000836,88.3271,57.746562,312.134567,eRASS1,2020-02-02 01:38:29.862,+197d 1h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS1,2020-02-02 05:38:29.862,+197d 5h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS1,2020-02-02 09:38:29.862,+197d 9h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS1,2020-02-02 13:38:29.862,+197d 13h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS1,2020-02-02 17:38:29.862,+197d 17h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS1,2020-02-02 21:38:29.862,+197d 21h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS1,2020-02-03 01:38:29.862,+198d 1h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS2,2020-12-14 01:38:29.862,+513d 1h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS2,2020-12-14 05:38:29.862,+513d 5h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS2,2020-12-14 09:38:29.862,+513d 9h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS2,2020-12-14 13:38:29.862,+513d 13h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS2,2020-12-14 17:38:29.862,+513d 17h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS2,2020-12-14 21:38:29.862,+513d 21h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS2,2020-12-15 01:38:29.862,+514d 1h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS3,2021-02-01 01:38:29.862,+562d 1h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS3,2021-02-01 05:38:29.862,+562d 5h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS3,2021-02-01 09:38:29.862,+562d 9h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS3,2021-02-01 13:38:29.862,+562d 13h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS3,2021-02-01 17:38:29.862,+562d 17h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS3,2021-02-01 21:38:29.862,+562d 21h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS3,2021-02-02 01:38:29.862,+563d 1h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS4,2021-12-18 01:38:29.862,+882d 1h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS4,2021-12-18 05:38:29.862,+882d 5h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS4,2021-12-18 09:38:29.862,+882d 9h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS4,2021-12-18 13:38:29.862,+882d 13h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS4,2021-12-18 17:38:29.862,+882d 17h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS4,2021-12-18 21:38:29.862,+882d 21h 29m 53.9s,11.304208599376693d
GW190720_000836,88.3271,57.746562,312.134567,eRASS4,2021-12-19 01:38:29.862,+883d 1h 29m 53.9s,11.304208599376693d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS1,2020-06-10 00:26:52.455,-1212d 1h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS1,2020-06-10 04:26:52.455,-1211d 21h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS1,2020-06-10 08:26:52.455,-1211d 17h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS1,2020-06-10 12:26:52.455,-1211d 13h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS1,2020-06-10 16:26:52.455,-1211d 9h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS1,2020-06-10 20:26:52.455,-1211d 5h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS1,2020-06-11 00:26:52.455,-1211d 1h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS2,2020-08-13 00:26:52.455,-1148d 1h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS2,2020-08-13 04:26:52.455,-1147d 21h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS2,2020-08-13 08:26:52.455,-1147d 17h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS2,2020-08-13 12:26:52.455,-1147d 13h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS2,2020-08-13 16:26:52.455,-1147d 9h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS2,2020-08-13 20:26:52.455,-1147d 5h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS2,2020-08-14 00:26:52.455,-1147d 1h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS3,2021-06-15 00:26:52.455,-842d 1h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS3,2021-06-15 04:26:52.455,-841d 21h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS3,2021-06-15 08:26:52.455,-841d 17h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS3,2021-06-15 12:26:52.455,-841d 13h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS3,2021-06-15 16:26:52.455,-841d 9h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS3,2021-06-15 20:26:52.455,-841d 5h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS3,2021-06-16 00:26:52.455,-841d 1h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS4,2021-08-13 00:26:52.455,-783d 1h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS4,2021-08-13 04:26:52.455,-782d 21h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS4,2021-08-13 08:26:52.455,-782d 17h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS4,2021-08-13 12:26:52.455,-782d 13h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS4,2021-08-13 16:26:52.455,-782d 9h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS4,2021-08-13 20:26:52.455,-782d 5h 43m 37.5s,359.99921312911283d
GW231005_021030,61.6110,-49.688631,140.268252,eRASS4,2021-08-14 00:26:52.455,-782d 1h 43m 37.5s,359.99921312911283d
GW230825_041334,60.3674,-61.688275,189.060100,eRASS1,2019-12-13 00:18:52.469,-1351d 3h 54m 41.5s,359.9984369322669d
GW230825_041334,60.3674,-61.688275,189.060100,eRASS1,2019-12-13 04:18:52.469,-1350d 23h 54m 41.5s,359.9984369322669d
GW230825_041334,60.3674,-61.688275,189.060100,eRASS1,2019-12-13 08:18:52.469,-1350d 19h 54m 41.5s,359.9984369322669d
GW230825_041334,60.3674,-61.688275,189.060100,eRASS1,2019-12-13 12:18:52.469,-1350d 15h 54m 41.5s,359.9984369322669d
GW230825_041334,60.3674,-61.688275,189.060100,eRASS1,2019-12-13 16:18:52.469,-1350d 11h 54m 41.5s,359.9984369322669d
GW230825_041334,60.3674,-61.688275,189.060100,eRASS1,2019-12-13 20:18:52.469,-1350d 7h 54m 41.5s,359.9984369322669d
GW230825_041334,60.3674,-61.688275,189.060100,eRASS1,2019-12-14 00:18:52.469,-1350d 3h 54m 41.5s,359.9984369322669d
GW230825_041334,60.3674,-61.688275,189.060100,eRASS2,2020-10-02 00:18:52.469,-1057d 3h 54m 41.5s,359.9984369322669d
