event_name,overlap_percentage
GW190720_000836,88.33
GW231005_021030,61.61
GW230825_041334,60.37
GW230811_032116,59.11
GW190707_093326,57.41
GW190930_133541,57.27
GW230922_040658,55.31
GW230624_113103,52.69
GW230605_065343,52.39
GW230927_043729,50.5
GW190828_065509,47.31
GW230729_082317,44.26
GW231004_232346,44.1
GW190803_022701,43.55
GW191215_223052,42.56
GW231018_233037,42.43
GW231118_005626,41.23
GW230708_230935,40.88
GW190910_112807,38.49
GW200302_015811,38.49
GW231223_075055,36.42
GW200316_215756,35.71
GW190521_074359,32.62
GW231014_040532,32.61
GW190725_174728,32.57
GW230824_033047,32.39
GW190408_181802,31.2
GW231206_233134,31.06
GW190929_012149,29.77
GW230820_212515,29.63
GW190513_205428,27.74
GW190517_055101,26.95
GW200308_173609,26.85
GW230608_205047,25.97
GW230609_064958,25.02
GW191127_050227,24.83
GW231113_122623,24.78
GW200208_222617,24.71
GW190926_050336,22.99
GW200112_155838,22.72
GW230920_071124,22.58
GW230831_015414,22.49
GW190727_060333,22.49
GW231114_043211,22.19
GW200306_093714,22.11
GW231029_111508,22.09
GW230805_034249,21.91
GW231118_090602,21.79
GW230723_101834,21.34
GW240109_050431,21.13
GW230702_185453,20.9
GW231110_040320,20.77
GW230924_124453,20.75
GW191113_071753,20.38
GW191109_010717,20.36
GW200216_220804,20.09
GW190519_153544,20.08
GW231223_202619,19.23
GW191222_033537,18.8
GW230709_122727,18.59
GW191216_213338,18.39
GW151012,17.75
GW230630_125806,17.69
GW190828_063405,17.66
GW151226,17.53
GW190421_213856,17.47
GW230819_171910,17.11
GW230707_124047,17.11
GW231224_024321,16.84
GW230927_153832,16.59
GW240104_164932,16.47
GW200322_091133,16.34
GW190512_180714,16.34
GW200220_124850,15.92
GW230914_111401,15.86
GW231230_170116,15.78
GW231102_071736,15.48
GW200128_022011,15.38
GW230601_224134,15.31
GW170823,15.3
GW231005_091549,15.27
GW230704_212616,15.14
GW230930_110730,14.72
GW231223_032836,14.68
GW230606_004305,14.53
GW190731_140936,14.38
GW150914,14.35
GW230803_033412,14.25
GW231008_142521,14.2
GW190514_065416,14.04
GW231118_071402,14.03
GW231129_081745,13.76
GW231119_075248,13.61
GW230706_104333,13.27
GW200208_130117,13.19
GW190602_175927,12.96
GW231127_165300,12.73
GW231001_140220,12.63
GW191204_171526,12.39
GW230904_051013,11.58
GW190426_190642,11.4
GW240107_013215,11.37
GW230928_215827,11.36
GW231113_200417,11.32
GW200129_065458,11.08
GW230911_195324,10.45
GW230704_021211,10.18
GW230708_053705,10.13
GW170729,9.79
GW230726_002940,9.75
GW230919_215712,9.65
GW191204_110529,9.54
GW231020_142947,8.57
GW231231_154016,8.17
GW230806_204041,7.39
GW231221_135041,7.05
GW230814_230901,6.86
GW191126_115259,6.78
GW170104,6.38
GW230630_234532,5.49
GW231108_125142,5.4
GW190620_030421,4.87
GW200220_061928,4.13
GW231104_133418,3.59
GW230627_015337,3.23
GW170608,3.2
GW231213_111417,2.95
GW230814_061920,2.5
GW191230_180458,1.94
GW190403_051519,1.05
GW190706_222641,0.99
GW191129_134029,0.95
GW230712_090405,0.8
GW190708_232457,0.67
GW190527_092055,0.5
GW190719_215514,0.37
GW200225_060421,0.36
GW230731_215307,0.11
GW190521,0.11
GW231226_101520,0.05
GW191103_012549,0.03
GW190916_200658,0.01
GW190925_232845,0.01
GW200202_154313,0.0
GW190503_185404,0.0
GW231028_153006,0.0
GW230628_231200,0.0
GW191105_143521,0.0
GW231206_233901,0.0
GW190924_021846,0.0
GW170818,0.0
GW190701_203306,0.0
GW190805_211137,0.0
GW200224_222234,0.0
GW190413_052954,0.0
GW170814,0.0
GW230922_020344,0.0
GW190728_064510,0.0
GW200311_115853,0.0
GW200209_085452,0.0
GW231123_135430,0.0
GW190630_185205,0.0
GW190915_235702,0.0
GW170809,0.0
GW190412,0.0
GW190413_134308,0.0
GW200219_094415,0.0
