event_name,overlap_percentage
GW190720_000836,70.96
GW231005_021030,54.45
GW190930_133541,51.8
GW230624_113103,49.07
GW190707_093326,48.77
GW230825_041334,48.2
GW230927_043729,46.5
GW230922_040658,46.47
GW230605_065343,39.82
GW230729_082317,39.11
GW231018_233037,39.0
GW190828_065509,38.69
GW231004_232346,35.69
GW230708_230935,34.18
GW230811_032116,34.16
GW231118_005626,33.68
GW200302_015811,32.67
GW190910_112807,31.85
GW191215_223052,31.58
GW190803_022701,31.29
GW231223_075055,30.49
GW200316_215756,29.57
GW231014_040532,29.29
GW190725_174728,26.04
GW231206_233134,25.69
GW190513_205428,25.64
GW190521_074359,24.89
GW230824_033047,24.81
GW230820_212515,24.58
GW190929_012149,23.13
GW200308_173609,22.1
GW231113_122623,21.87
GW190408_181802,21.67
GW190517_055101,21.24
GW200208_222617,21.12
GW230608_205047,20.7
GW191127_050227,20.59
GW200306_093714,19.38
GW230831_015414,19.13
GW230609_064958,18.92
GW200112_155838,18.79
GW190519_153544,18.49
GW231110_040320,18.27
GW231114_043211,18.01
GW230723_101834,17.96
GW231029_111508,17.92
GW230924_124453,17.89
GW200216_220804,17.64
GW190926_050336,17.39
GW230920_071124,17.32
GW240109_050431,17.25
GW191113_071753,17.05
GW191222_033537,15.92
GW230702_185453,15.6
GW231223_202619,15.6
GW230709_122727,15.38
GW151226,15.22
GW191216_213338,15.06
GW151012,14.92
GW230927_153832,14.82
GW231118_090602,14.73
GW230630_125806,14.53
GW190421_213856,14.48
GW230707_124047,14.02
GW200220_124850,13.85
GW230805_034249,13.84
GW231224_024321,13.72
GW200322_091133,13.39
GW230914_111401,13.36
GW231230_170116,13.33
GW240104_164932,13.28
GW191109_010717,13.22
GW231005_091549,13.05
GW231102_071736,13.01
GW190512_180714,13.0
GW230819_171910,12.97
GW200128_022011,12.92
GW170823,12.47
GW230704_212616,12.37
GW230601_224134,12.16
GW230930_110730,12.09
GW231223_032836,11.78
GW191204_171526,11.73
GW190727_060333,11.62
GW230606_004305,11.52
GW230706_104333,11.46
GW190514_065416,11.23
GW190731_140936,11.1
GW231129_081745,11.09
GW230803_033412,10.94
GW231008_142521,10.9
GW231127_165300,10.79
GW190602_175927,10.77
GW231119_075248,10.69
GW231118_071402,10.51
GW150914,10.23
GW231001_140220,9.76
GW240107_013215,9.68
GW230928_215827,9.66
GW230911_195324,8.7
GW230708_053705,8.69
GW230919_215712,8.62
GW230704_021211,8.57
GW170729,8.56
GW231113_200417,7.86
GW190426_190642,7.82
GW191204_110529,7.77
GW190828_063405,7.54
GW230726_002940,7.51
GW231020_142947,7.41
GW200129_065458,6.45
GW231231_154016,6.36
GW231221_135041,5.84
GW170104,5.74
GW191126_115259,5.71
GW230806_204041,5.69
GW230814_230901,5.04
GW231108_125142,4.26
GW230630_234532,4.14
GW190620_030421,3.08
GW230904_051013,2.51
GW200220_061928,2.4
GW231104_133418,2.39
GW230627_015337,2.31
GW170608,2.27
GW231213_111417,2.22
GW191230_180458,1.04
GW191129_134029,0.73
GW190403_051519,0.66
GW190706_222641,0.66
GW190708_232457,0.53
GW230814_061920,0.49
GW190527_092055,0.26
GW200208_130117,0.22
GW190719_215514,0.17
GW190521,0.09
GW230731_215307,0.05
GW190916_200658,0.0
GW200225_060421,0.0
GW200202_154313,0.0
GW190503_185404,0.0
GW231028_153006,0.0
GW230628_231200,0.0
GW190925_232845,0.0
GW191105_143521,0.0
GW231206_233901,0.0
GW190924_021846,0.0
GW231226_101520,0.0
GW170818,0.0
GW190701_203306,0.0
GW190805_211137,0.0
GW200224_222234,0.0
GW191103_012549,0.0
GW190413_052954,0.0
GW170814,0.0
GW230922_020344,0.0
GW190728_064510,0.0
GW200311_115853,0.0
GW200209_085452,0.0
GW231123_135430,0.0
GW190630_185205,0.0
GW190915_235702,0.0
GW170809,0.0
GW230712_090405,0.0
GW190412,0.0
GW190413_134308,0.0
GW200219_094415,0.0
