event_name,overlap_pct,beta_center,lambda_center,erass_number,observation_time_center_utc,time_relative_to_gw_detection,observation_time_window
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 01:36:55.911,+197d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 05:36:55.911,+197d 5h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 09:36:55.911,+197d 9h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 13:36:55.911,+197d 13h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 17:36:55.911,+197d 17h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 21:36:55.911,+197d 21h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-03 01:36:55.911,+198d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 01:36:55.911,+513d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 05:36:55.911,+513d 5h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 09:36:55.911,+513d 9h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 13:36:55.911,+513d 13h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 17:36:55.911,+513d 17h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 21:36:55.911,+513d 21h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-15 01:36:55.911,+514d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 01:36:55.911,+563d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 05:36:55.911,+563d 5h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 09:36:55.911,+563d 9h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 13:36:55.911,+563d 13h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 17:36:55.911,+563d 17h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 21:36:55.911,+563d 21h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-03 01:36:55.911,+564d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 01:36:55.911,+882d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 05:36:55.911,+882d 5h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 09:36:55.911,+882d 9h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 13:36:55.911,+882d 13h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 17:36:55.911,+882d 17h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 21:36:55.911,+882d 21h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-19 01:36:55.911,+883d 1h 28m 19.9s,10.78731991256086d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 01:35:36.710,+215d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 05:35:36.710,+215d 15h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 09:35:36.710,+215d 19h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 13:35:36.710,+215d 23h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 17:35:36.710,+216d 3h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 21:35:36.710,+216d 7h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-04 01:35:36.710,+216d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 01:35:36.710,+254d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 05:35:36.710,+254d 15h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 09:35:36.710,+254d 19h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 13:35:36.710,+254d 23h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 17:35:36.710,+255d 3h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 21:35:36.710,+255d 7h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-12 01:35:36.710,+255d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 01:35:36.710,+580d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 05:35:36.710,+580d 15h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 09:35:36.710,+580d 19h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 13:35:36.710,+580d 23h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 17:35:36.710,+581d 3h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 21:35:36.710,+581d 7h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-04 01:35:36.710,+581d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 01:35:36.710,+624d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 05:35:36.710,+624d 15h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 09:35:36.710,+624d 19h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 13:35:36.710,+624d 23h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 17:35:36.710,+625d 3h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 21:35:36.710,+625d 7h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-17 01:35:36.710,+625d 11h 59m 55.7s,359.99963019455555d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 00:57:22.881,+168d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 04:57:22.881,+168d 19h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 08:57:22.881,+168d 23h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 12:57:22.881,+169d 3h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 16:57:22.881,+169d 7h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 20:57:22.881,+169d 11h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-24 00:57:22.881,+169d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 00:57:22.881,+525d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 04:57:22.881,+525d 19h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 08:57:22.881,+525d 23h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 12:57:22.881,+526d 3h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 16:57:22.881,+526d 7h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 20:57:22.881,+526d 11h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-15 00:57:22.881,+526d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS3,2020-12-23 00:57:22.881,+534d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS3,2020-12-23 04:57:22.881,+534d 19h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS3,2020-12-23 08:57:22.881,+534d 23h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS3,2020-12-23 12:57:22.881,+535d 3h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS3,2020-12-23 16:57:22.881,+535d 7h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS3,2020-12-23 20:57:22.881,+535d 11h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS3,2020-12-24 00:57:22.881,+535d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS4,2021-12-18 00:57:22.881,+894d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS4,2021-12-18 04:57:22.881,+894d 19h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS4,2021-12-18 08:57:22.881,+894d 23h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS4,2021-12-18 12:57:22.881,+895d 3h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS4,2021-12-18 16:57:22.881,+895d 7h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS4,2021-12-18 20:57:22.881,+895d 11h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS4,2021-12-19 00:57:22.881,+895d 15h 23m 56.9s,359.9974395141077d
