event_name,overlap_pct,beta_center,lambda_center,erass_number,observation_time_center_utc,time_relative_to_gw_detection,observation_time_window
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 01:36:55.911,+197d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 05:36:55.911,+197d 5h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 09:36:55.911,+197d 9h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 13:36:55.911,+197d 13h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 17:36:55.911,+197d 17h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-02 21:36:55.911,+197d 21h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS1,2020-02-03 01:36:55.911,+198d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 01:36:55.911,+513d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 05:36:55.911,+513d 5h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 09:36:55.911,+513d 9h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 13:36:55.911,+513d 13h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 17:36:55.911,+513d 17h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-14 21:36:55.911,+513d 21h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS2,2020-12-15 01:36:55.911,+514d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 01:36:55.911,+563d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 05:36:55.911,+563d 5h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 09:36:55.911,+563d 9h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 13:36:55.911,+563d 13h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 17:36:55.911,+563d 17h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-02 21:36:55.911,+563d 21h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS3,2021-02-03 01:36:55.911,+564d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 01:36:55.911,+882d 1h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 05:36:55.911,+882d 5h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 09:36:55.911,+882d 9h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 13:36:55.911,+882d 13h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 17:36:55.911,+882d 17h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-18 21:36:55.911,+882d 21h 28m 19.9s,10.78731991256086d
GW190720_000836,70.9626,55.397769,312.703311,eRASS4,2021-12-19 01:36:55.911,+883d 1h 28m 19.9s,10.78731991256086d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS1,2020-06-10 00:21:35.426,-1212d 1h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS1,2020-06-10 04:21:35.426,-1211d 21h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS1,2020-06-10 08:21:35.426,-1211d 17h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS1,2020-06-10 12:21:35.426,-1211d 13h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS1,2020-06-10 16:21:35.426,-1211d 9h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS1,2020-06-10 20:21:35.426,-1211d 5h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS1,2020-06-11 00:21:35.426,-1211d 1h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS2,2020-08-05 00:21:35.426,-1156d 1h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS2,2020-08-05 04:21:35.426,-1155d 21h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS2,2020-08-05 08:21:35.426,-1155d 17h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS2,2020-08-05 12:21:35.426,-1155d 13h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS2,2020-08-05 16:21:35.426,-1155d 9h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS2,2020-08-05 20:21:35.426,-1155d 5h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS2,2020-08-06 00:21:35.426,-1155d 1h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS3,2021-06-15 00:21:35.426,-842d 1h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS3,2021-06-15 04:21:35.426,-841d 21h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS3,2021-06-15 08:21:35.426,-841d 17h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS3,2021-06-15 12:21:35.426,-841d 13h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS3,2021-06-15 16:21:35.426,-841d 9h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS3,2021-06-15 20:21:35.426,-841d 5h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS3,2021-06-16 00:21:35.426,-841d 1h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS4,2021-08-05 00:21:35.426,-791d 1h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS4,2021-08-05 04:21:35.426,-790d 21h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS4,2021-08-05 08:21:35.426,-790d 17h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS4,2021-08-05 12:21:35.426,-790d 13h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS4,2021-08-05 16:21:35.426,-790d 9h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS4,2021-08-05 20:21:35.426,-790d 5h 48m 54.6s,359.9984369322669d
GW231005_021030,54.4486,-57.614352,132.547873,eRASS4,2021-08-06 00:21:35.426,-790d 1h 48m 54.6s,359.9984369322669d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 01:35:36.710,+215d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 05:35:36.710,+215d 15h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 09:35:36.710,+215d 19h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 13:35:36.710,+215d 23h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 17:35:36.710,+216d 3h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-03 21:35:36.710,+216d 7h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS1,2020-05-04 01:35:36.710,+216d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 01:35:36.710,+254d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 05:35:36.710,+254d 15h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 09:35:36.710,+254d 19h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 13:35:36.710,+254d 23h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 17:35:36.710,+255d 3h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-11 21:35:36.710,+255d 7h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS2,2020-06-12 01:35:36.710,+255d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 01:35:36.710,+580d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 05:35:36.710,+580d 15h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 09:35:36.710,+580d 19h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 13:35:36.710,+580d 23h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 17:35:36.710,+581d 3h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-03 21:35:36.710,+581d 7h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS3,2021-05-04 01:35:36.710,+581d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 01:35:36.710,+624d 11h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 05:35:36.710,+624d 15h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 09:35:36.710,+624d 19h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 13:35:36.710,+624d 23h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 17:35:36.710,+625d 3h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-16 21:35:36.710,+625d 7h 59m 55.7s,359.99963019455555d
GW190930_133541,51.7956,53.417758,42.567704,eRASS4,2021-06-17 01:35:36.710,+625d 11h 59m 55.7s,359.99963019455555d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS1,2020-06-10 00:32:00.080,-1109d 10h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS1,2020-06-10 04:32:00.080,-1109d 6h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS1,2020-06-10 08:32:00.080,-1109d 2h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS1,2020-06-10 12:32:00.080,-1108d 22h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS1,2020-06-10 16:32:00.080,-1108d 18h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS1,2020-06-10 20:32:00.080,-1108d 14h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS1,2020-06-11 00:32:00.080,-1108d 10h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS2,2020-07-15 00:32:00.080,-1074d 10h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS2,2020-07-15 04:32:00.080,-1074d 6h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS2,2020-07-15 08:32:00.080,-1074d 2h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS2,2020-07-15 12:32:00.080,-1073d 22h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS2,2020-07-15 16:32:00.080,-1073d 18h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS2,2020-07-15 20:32:00.080,-1073d 14h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS2,2020-07-16 00:32:00.080,-1073d 10h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS3,2021-06-15 00:32:00.080,-739d 10h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS3,2021-06-15 04:32:00.080,-739d 6h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS3,2021-06-15 08:32:00.080,-739d 2h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS3,2021-06-15 12:32:00.080,-738d 22h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS3,2021-06-15 16:32:00.080,-738d 18h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS3,2021-06-15 20:32:00.080,-738d 14h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS3,2021-06-16 00:32:00.080,-738d 10h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS4,2021-07-15 00:32:00.080,-709d 10h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS4,2021-07-15 04:32:00.080,-709d 6h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS4,2021-07-15 08:32:00.080,-709d 2h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS4,2021-07-15 12:32:00.080,-708d 22h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS4,2021-07-15 16:32:00.080,-708d 18h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS4,2021-07-15 20:32:00.080,-708d 14h 59m 2.9s,74.19863908727316d
GW230624_113103,49.0727,-41.998009,112.352810,eRASS4,2021-07-16 00:32:00.080,-708d 10h 59m 2.9s,74.19863908727316d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 00:57:22.881,+168d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 04:57:22.881,+168d 19h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 08:57:22.881,+168d 23h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 12:57:22.881,+169d 3h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 16:57:22.881,+169d 7h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-23 20:57:22.881,+169d 11h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS1,2019-12-24 00:57:22.881,+169d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 00:57:22.881,+525d 15h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 04:57:22.881,+525d 19h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 08:57:22.881,+525d 23h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 12:57:22.881,+526d 3h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 16:57:22.881,+526d 7h 23m 56.9s,359.9974395141077d
GW190707_093326,48.7698,-3.927972,270.968386,eRASS2,2020-12-14 20:57:22.881,+526d 11h 23m 56.9s,359.9974395141077d
