run_label,event_name,rank_in_event,votes,radius_arcmin,ra,dec,srvmap,blob_id,predicted_theta_arcmin,smoothing_sigma_px
unsmoothed,GW200208_130117,1,7884.99951171875,15.333333333333334,141.34129580181312,-32.032963155572524,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,2,7864.99951171875,15.333333333333334,141.32368894343557,-31.990501398459482,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,3,7863.99951171875,15.333333333333334,141.34153617967976,-31.94405333468692,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,4,7849.99951171875,15.333333333333334,141.29540600323722,-32.10571475961314,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,5,7828.99951171875,15.333333333333334,141.37512835147072,-31.894467984787383,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,6,7787.00048828125,17.0,141.34605516186738,-32.060809226173916,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,7,7774.9990234375,17.0,141.34287820546473,-32.01742396796003,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,8,7773.0,17.0,141.3467462324074,-32.09638230702805,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,9,7761.0,17.0,141.37499862625052,-31.97893460318266,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,10,7719.99853515625,15.333333333333334,141.41052560769361,-31.812663159052608,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,11,7714.9990234375,17.0,141.38812361156715,-31.900188787842474,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,12,7700.99951171875,18.666666666666668,141.353285874772,-32.09757749922422,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,13,7685.99951171875,18.666666666666668,141.34507346471537,-32.04190297225121,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,14,7670.00048828125,18.666666666666668,141.3960164233757,-31.975864103239612,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,15,7667.9990234375,18.666666666666668,141.4054917729915,-32.03599720371004,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,16,7650.0,18.666666666666668,141.29389354101335,-32.1168084988552,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,17,7582.0,18.666666666666668,141.42070117100994,-31.909484375051214,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,18,7504.0,15.333333333333334,141.5000479362889,-31.691475459090263,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,19,7502.9990234375,15.333333333333334,141.02050332095482,-32.07286911903554,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,20,7446.00048828125,18.666666666666668,141.14888224775194,-32.082569276360886,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,21,7426.0,15.333333333333334,141.4271270701275,-31.5972345547198,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,22,7426.0,17.0,141.48926941733154,-31.712467822460674,143123,0,17.065216606592152,
