event_name,overlap_pct,beta_center,lambda_center,erass_number,observation_time_center_utc,time_relative_to_gw_detection,observation_time_window
GW190720_000836,44.7944,54.014468,312.586573,eRASS1,2020-02-02 01:36:00.579,+197d 1h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS1,2020-02-02 05:36:00.579,+197d 5h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS1,2020-02-02 09:36:00.579,+197d 9h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS1,2020-02-02 13:36:00.579,+197d 13h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS1,2020-02-02 17:36:00.579,+197d 17h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS1,2020-02-02 21:36:00.579,+197d 21h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS1,2020-02-03 01:36:00.579,+198d 1h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS2,2020-12-14 01:36:00.579,+513d 1h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS2,2020-12-14 05:36:00.579,+513d 5h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS2,2020-12-14 09:36:00.579,+513d 9h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS2,2020-12-14 13:36:00.579,+513d 13h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS2,2020-12-14 17:36:00.579,+513d 17h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS2,2020-12-14 21:36:00.579,+513d 21h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS2,2020-12-15 01:36:00.579,+514d 1h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS3,2021-02-02 01:36:00.579,+563d 1h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS3,2021-02-02 05:36:00.579,+563d 5h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS3,2021-02-02 09:36:00.579,+563d 9h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS3,2021-02-02 13:36:00.579,+563d 13h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS3,2021-02-02 17:36:00.579,+563d 17h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS3,2021-02-02 21:36:00.579,+563d 21h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS3,2021-02-03 01:36:00.579,+564d 1h 27m 24.6s,10.410409541512195d
GW190720_000836,44.7944,54.014468,312.586573,eRASS4,2021-12-18 01:36:00.579,+882d 1h 27m 24.6s,10.410409541512195d
