event_name,overlap_pct,beta_center,lambda_center,erass_number,observation_time_center_utc,time_relative_to_gw_detection,observation_time_window
GW190720_000836,52.8972,52.862099,313.077916,eRASS1,2020-02-03 01:35:14.484,+198d 1h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS1,2020-02-03 05:35:14.484,+198d 5h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS1,2020-02-03 09:35:14.484,+198d 9h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS1,2020-02-03 13:35:14.484,+198d 13h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS1,2020-02-03 17:35:14.484,+198d 17h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS1,2020-02-03 21:35:14.484,+198d 21h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS1,2020-02-04 01:35:14.484,+199d 1h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS2,2020-12-14 01:35:14.484,+513d 1h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS2,2020-12-14 05:35:14.484,+513d 5h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS2,2020-12-14 09:35:14.484,+513d 9h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS2,2020-12-14 13:35:14.484,+513d 13h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS2,2020-12-14 17:35:14.484,+513d 17h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS2,2020-12-14 21:35:14.484,+513d 21h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS2,2020-12-15 01:35:14.484,+514d 1h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS3,2021-02-02 01:35:14.484,+563d 1h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS3,2021-02-02 05:35:14.484,+563d 5h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS3,2021-02-02 09:35:14.484,+563d 9h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS3,2021-02-02 13:35:14.484,+563d 13h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS3,2021-02-02 17:35:14.484,+563d 17h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS3,2021-02-02 21:35:14.484,+563d 21h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS3,2021-02-03 01:35:14.484,+564d 1h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS4,2021-12-18 01:35:14.484,+882d 1h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS4,2021-12-18 05:35:14.484,+882d 5h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS4,2021-12-18 09:35:14.484,+882d 9h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS4,2021-12-18 13:35:14.484,+882d 13h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS4,2021-12-18 17:35:14.484,+882d 17h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS4,2021-12-18 21:35:14.484,+882d 21h 26m 38.5s,10.410409541512195d
GW190720_000836,52.8972,52.862099,313.077916,eRASS4,2021-12-19 01:35:14.484,+883d 1h 26m 38.5s,10.410409541512195d
GW190930_133541,45.5295,51.401735,41.819369,eRASS1,2020-05-02 01:34:16.069,+214d 11h 58m 35.1s,359.9984369322669d
