event_name,overlap_percentage
GW190720_000836,99.51
GW230811_032116,81.35
GW230825_041334,78.32
GW200208_130117,78.3
GW231005_021030,71.63
GW230922_040658,67.46
GW190930_133541,64.13
GW190707_093326,62.37
GW230605_065343,60.29
GW190828_065509,58.53
GW230624_113103,57.59
GW231004_232346,55.83
GW230927_043729,55.39
GW190521_074359,55.24
GW191215_223052,55.14
GW231118_005626,53.93
GW230729_082317,53.73
GW230708_230935,50.43
GW190910_112807,50.13
GW190803_022701,49.78
GW200302_015811,49.59
GW231018_233037,47.9
GW231223_075055,46.54
GW190727_060333,44.56
GW190725_174728,44.21
GW200316_215756,43.73
GW230609_064958,43.55
GW231206_233134,42.75
GW230824_033047,42.36
GW190408_181802,41.09
GW190929_012149,38.96
GW230820_212515,37.24
GW230608_205047,36.91
GW231014_040532,36.62
GW200308_173609,34.79
GW190517_055101,34.13
GW231118_090602,33.58
GW191109_010717,33.35
GW230805_034249,32.99
GW190926_050336,32.75
GW190513_205428,32.13
GW190512_180714,31.95
GW200208_222617,30.9
GW191127_050227,30.47
GW190828_063405,30.08
GW230723_101834,29.94
GW231113_122623,29.88
GW230702_185453,29.27
GW230920_071124,29.04
GW231029_111508,28.97
GW191113_071753,28.89
GW230831_015414,28.31
GW200112_155838,27.91
GW200306_093714,27.82
GW240109_050431,27.5
GW231114_043211,26.99
GW150914,26.94
GW230924_124453,25.51
GW231223_202619,25.27
GW230914_111401,24.81
GW231110_040320,24.35
GW191216_213338,24.27
GW151012,23.9
GW230803_033412,23.8
GW200216_220804,23.79
GW230709_122727,23.65
GW191222_033537,23.57
GW151226,23.48
GW190421_213856,23.21
GW190519_153544,22.79
GW230930_110730,22.33
GW230630_125806,22.22
GW170823,22.14
GW230819_171910,21.89
GW240104_164932,21.71
GW200322_091133,21.38
GW230707_124047,21.34
GW231224_024321,21.26
GW231119_075248,21.02
GW231129_081745,20.48
GW230904_051013,20.39
GW200128_022011,20.38
GW231118_071402,20.26
GW230601_224134,19.7
GW231005_091549,19.62
GW231230_170116,19.56
GW230927_153832,19.54
GW231102_071736,19.48
GW231223_032836,19.36
GW231001_140220,19.31
GW230606_004305,19.17
GW230704_212616,18.87
GW200220_124850,18.74
GW190731_140936,18.23
GW231008_142521,17.94
GW230706_104333,17.09
GW190514_065416,16.43
GW190426_190642,15.92
GW231127_165300,15.63
GW240107_013215,15.21
GW230928_215827,14.02
GW230704_021211,14.0
GW230919_215712,13.78
GW200129_065458,13.76
GW230726_002940,13.65
GW231113_200417,13.53
GW191204_171526,13.47
GW230911_195324,13.35
GW190602_175927,12.98
GW170729,12.72
GW191204_110529,12.29
GW231231_154016,12.14
GW230708_053705,11.89
GW230806_204041,11.33
GW230814_230901,10.61
GW231020_142947,10.18
GW190620_030421,9.97
GW231221_135041,9.06
GW191126_115259,8.74
GW230814_061920,8.55
GW230630_234532,7.68
GW200220_061928,7.57
GW170104,7.5
GW231108_125142,7.01
GW170608,5.47
GW231104_133418,5.3
GW200225_060421,4.86
GW230712_090405,4.68
GW231213_111417,4.66
GW191103_012549,4.08
GW191230_180458,3.45
GW230627_015337,3.23
GW190925_232845,2.52
GW190403_051519,2.14
GW190706_222641,2.0
GW190527_092055,1.7
GW191129_134029,1.36
GW190708_232457,1.03
GW231226_101520,0.61
GW190719_215514,0.55
GW190413_134308,0.55
GW231028_153006,0.23
GW230731_215307,0.21
GW190521,0.15
GW190728_064510,0.07
GW190916_200658,0.03
GW200202_154313,0.0
GW190503_185404,0.0
GW230628_231200,0.0
GW191105_143521,0.0
GW231206_233901,0.0
GW190924_021846,0.0
GW170818,0.0
GW190701_203306,0.0
GW190805_211137,0.0
GW200224_222234,0.0
GW190413_052954,0.0
GW170814,0.0
GW230922_020344,0.0
GW200311_115853,0.0
GW200209_085452,0.0
GW231123_135430,0.0
GW190630_185205,0.0
GW190915_235702,0.0
GW170809,0.0
GW190412,0.0
GW200219_094415,0.0
