event_name,overlap_pct,beta_center,lambda_center,erass_number,observation_time_center_utc,time_relative_to_gw_detection,observation_time_window
GW190720_000836,99.5140,55.664238,311.605495,eRASS1,2020-02-01 01:37:06.570,+196d 1h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS1,2020-02-01 05:37:06.570,+196d 5h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS1,2020-02-01 09:37:06.570,+196d 9h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS1,2020-02-01 13:37:06.570,+196d 13h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS1,2020-02-01 17:37:06.570,+196d 17h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS1,2020-02-01 21:37:06.570,+196d 21h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS1,2020-02-02 01:37:06.570,+197d 1h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS2,2020-12-14 01:37:06.570,+513d 1h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS2,2020-12-14 05:37:06.570,+513d 5h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS2,2020-12-14 09:37:06.570,+513d 9h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS2,2020-12-14 13:37:06.570,+513d 13h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS2,2020-12-14 17:37:06.570,+513d 17h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS2,2020-12-14 21:37:06.570,+513d 21h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS2,2020-12-15 01:37:06.570,+514d 1h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS3,2021-02-01 01:37:06.570,+562d 1h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS3,2021-02-01 05:37:06.570,+562d 5h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS3,2021-02-01 09:37:06.570,+562d 9h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS3,2021-02-01 13:37:06.570,+562d 13h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS3,2021-02-01 17:37:06.570,+562d 17h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS3,2021-02-01 21:37:06.570,+562d 21h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS3,2021-02-02 01:37:06.570,+563d 1h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS4,2021-12-18 01:37:06.570,+882d 1h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS4,2021-12-18 05:37:06.570,+882d 5h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS4,2021-12-18 09:37:06.570,+882d 9h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS4,2021-12-18 13:37:06.570,+882d 13h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS4,2021-12-18 17:37:06.570,+882d 17h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS4,2021-12-18 21:37:06.570,+882d 21h 28m 30.6s,11.385125039903983d
GW190720_000836,99.5140,55.664238,311.605495,eRASS4,2021-12-19 01:37:06.570,+883d 1h 28m 30.6s,11.385125039903983d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS1,2020-06-10 00:36:04.500,-1157d 2h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS1,2020-06-10 04:36:04.500,-1156d 22h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS1,2020-06-10 08:36:04.500,-1156d 18h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS1,2020-06-10 12:36:04.500,-1156d 14h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS1,2020-06-10 16:36:04.500,-1156d 10h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS1,2020-06-10 20:36:04.500,-1156d 6h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS1,2020-06-11 00:36:04.500,-1156d 2h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS2,2020-06-29 00:36:04.500,-1138d 2h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS2,2020-06-29 04:36:04.500,-1137d 22h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS2,2020-06-29 08:36:04.500,-1137d 18h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS2,2020-06-29 12:36:04.500,-1137d 14h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS2,2020-06-29 16:36:04.500,-1137d 10h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS2,2020-06-29 20:36:04.500,-1137d 6h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS2,2020-06-30 00:36:04.500,-1137d 2h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS3,2021-06-15 00:36:04.500,-787d 2h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS3,2021-06-15 04:36:04.500,-786d 22h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS3,2021-06-15 08:36:04.500,-786d 18h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS3,2021-06-15 12:36:04.500,-786d 14h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS3,2021-06-15 16:36:04.500,-786d 10h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS3,2021-06-15 20:36:04.500,-786d 6h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS3,2021-06-16 00:36:04.500,-786d 2h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS4,2021-06-29 00:36:04.500,-773d 2h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS4,2021-06-29 04:36:04.500,-772d 22h 45m 11.5s,107.32939350638453d
GW230811_032116,81.3460,-35.887507,97.208521,eRASS4,2021-06-29 08:36:04.500,-772d 18h 45m 11.5s,107.32939350638453d
