event_name,overlap_pct,beta_center,lambda_center,erass_number,observation_time_center_utc,time_relative_to_gw_detection,observation_time_window
GW190720_000836,100.0,58.561249,311.583426,eRASS1,2020-02-01 01:39:02.450,+196d 1h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS1,2020-02-01 05:39:02.450,+196d 5h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS1,2020-02-01 09:39:02.450,+196d 9h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS1,2020-02-01 13:39:02.450,+196d 13h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS1,2020-02-01 17:39:02.450,+196d 17h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS1,2020-02-01 21:39:02.450,+196d 21h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS1,2020-02-02 01:39:02.450,+197d 1h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS2,2020-12-14 01:39:02.450,+513d 1h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS2,2020-12-14 05:39:02.450,+513d 5h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS2,2020-12-14 09:39:02.450,+513d 9h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS2,2020-12-14 13:39:02.450,+513d 13h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS2,2020-12-14 17:39:02.450,+513d 17h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS2,2020-12-14 21:39:02.450,+513d 21h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS2,2020-12-15 01:39:02.450,+514d 1h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS3,2021-02-01 01:39:02.450,+562d 1h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS3,2021-02-01 05:39:02.450,+562d 5h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS3,2021-02-01 09:39:02.450,+562d 9h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS3,2021-02-01 13:39:02.450,+562d 13h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS3,2021-02-01 17:39:02.450,+562d 17h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS3,2021-02-01 21:39:02.450,+562d 21h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS3,2021-02-02 01:39:02.450,+563d 1h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS4,2021-12-18 01:39:02.450,+882d 1h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS4,2021-12-18 05:39:02.450,+882d 5h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS4,2021-12-18 09:39:02.450,+882d 9h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS4,2021-12-18 13:39:02.450,+882d 13h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS4,2021-12-18 17:39:02.450,+882d 17h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS4,2021-12-18 21:39:02.450,+882d 21h 30m 26.4s,11.46008989565803d
GW190720_000836,100.0,58.561249,311.583426,eRASS4,2021-12-19 01:39:02.450,+883d 1h 30m 26.4s,11.46008989565803d
GW200208_130117,100.0,-49.028249,157.067823,eRASS1,2020-06-10 00:27:18.870,+122d 11h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS1,2020-06-10 04:27:18.870,+122d 15h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS1,2020-06-10 08:27:18.870,+122d 19h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS1,2020-06-10 12:27:18.870,+122d 23h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS1,2020-06-10 16:27:18.870,+123d 3h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS1,2020-06-10 20:27:18.870,+123d 7h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS1,2020-06-11 00:27:18.870,+123d 11h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS2,2020-08-30 00:27:18.870,+203d 11h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS2,2020-08-30 04:27:18.870,+203d 15h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS2,2020-08-30 08:27:18.870,+203d 19h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS2,2020-08-30 12:27:18.870,+203d 23h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS2,2020-08-30 16:27:18.870,+204d 3h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS2,2020-08-30 20:27:18.870,+204d 7h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS2,2020-08-31 00:27:18.870,+204d 11h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS3,2021-06-15 00:27:18.870,+492d 11h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS3,2021-06-15 04:27:18.870,+492d 15h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS3,2021-06-15 08:27:18.870,+492d 19h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS3,2021-06-15 12:27:18.870,+492d 23h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS3,2021-06-15 16:27:18.870,+493d 3h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS3,2021-06-15 20:27:18.870,+493d 7h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS3,2021-06-16 00:27:18.870,+493d 11h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS4,2021-08-31 00:27:18.870,+569d 11h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS4,2021-08-31 04:27:18.870,+569d 15h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS4,2021-08-31 08:27:18.870,+569d 19h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS4,2021-08-31 12:27:18.870,+569d 23h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS4,2021-08-31 16:27:18.870,+570d 3h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS4,2021-08-31 20:27:18.870,+570d 7h 26m 1.9s,10.307164565586731d
GW200208_130117,100.0,-49.028249,157.067823,eRASS4,2021-09-01 00:27:18.870,+570d 11h 26m 1.9s,10.307164565586731d
GW190521_074359,91.2803,40.349615,280.08853,eRASS1,2020-01-01 01:26:53.985,+224d 17h 42m 55.0s,103.14520463853415d
GW190521_074359,91.2803,40.349615,280.08853,eRASS1,2020-01-01 05:26:53.985,+224d 21h 42m 55.0s,103.14520463853415d
GW190521_074359,91.2803,40.349615,280.08853,eRASS1,2020-01-01 09:26:53.985,+225d 1h 42m 55.0s,103.14520463853415d
GW190521_074359,91.2803,40.349615,280.08853,eRASS1,2020-01-01 13:26:53.985,+225d 5h 42m 55.0s,103.14520463853415d
GW190521_074359,91.2803,40.349615,280.08853,eRASS1,2020-01-01 17:26:53.985,+225d 9h 42m 55.0s,103.14520463853415d
GW190521_074359,91.2803,40.349615,280.08853,eRASS1,2020-01-01 21:26:53.985,+225d 13h 42m 55.0s,103.14520463853415d
